,Algorithm,Sources,Interferers,Mics,RT60,Distance,SINR,seed,Iteration,Iteration_Index,Runtime [s],SI-SDR [dB],SI-SIR [dB],ΔSI-SDR [dB],ΔSI-SIR [dB],Success
62,ilrma,3,10,3,0.6344375,1,10,1319794951,0,0,0,-3.450954634,-3.1589325,0,0,0
63,ilrma,3,10,3,0.6344375,1,10,1319794951,50,1,1.452047923,2.790499135,9.646081187,6.24145377,12.80501369,1
64,ilrma-t-IP,3,10,3,0.6344375,1,0,457175121,0,0,0,-7.025439759,-6.701443174,0,0,0
65,ilrma-t-IP,3,10,3,0.6344375,1,0,457175121,50,1,4.813079606,-6.352251387,-2.177284774,0.673188372,4.5241584,0.333333333
66,ilrma,3,10,3,0.6344375,1,0,457175121,0,0,0,-7.025439759,-6.701443174,0,0,0
67,ilrma,3,10,3,0.6344375,1,0,457175121,50,1,1.417754527,-9.877167874,-0.059700663,-2.851728116,6.64174251,0.333333333
68,ilrma-t-IP,3,10,3,0.6344375,1,0,1251993226,0,0,0,-7.070774771,-6.876750695,0,0,0
69,ilrma-t-IP,3,10,3,0.6344375,1,0,1251993226,50,1,4.801048906,-4.301457352,1.209398752,2.769317419,8.086149446,0.333333333
70,ilrma,3,10,3,0.6344375,1,0,1251993226,0,0,0,-7.070774771,-6.876750695,0,0,0
71,ilrma,3,10,3,0.6344375,1,0,1251993226,50,1,1.412887603,-8.54967652,-2.89525763,-1.478901749,3.981493065,0.333333333
72,ilrma-t-IP,3,10,3,0.6344375,1,10,671780907,0,0,0,-3.574668031,-3.368581283,0,0,0
73,ilrma-t-IP,3,10,3,0.6344375,1,10,671780907,50,1,4.973924012,3.172484917,10.2054356,6.747152949,13.57401689,1
74,ilrma,3,10,3,0.6344375,1,10,671780907,0,0,0,-3.574668031,-3.368581283,0,0,0
75,ilrma,3,10,3,0.6344375,1,10,671780907,50,1,1.428191386,4.254456195,12.48646805,7.829124226,15.85504934,1
76,ilrma-t-IP,3,10,3,0.6344375,1,0,1063926992,0,0,0,-7.103246408,-6.867086076,0,0,0
77,ilrma-t-IP,3,10,3,0.6344375,1,0,1063926992,50,1,4.90202831,-5.861422929,0.570835363,1.241823479,7.437921438,0.333333333
78,ilrma,3,10,3,0.6344375,1,0,1063926992,0,0,0,-7.103246408,-6.867086076,0,0,0
79,ilrma,3,10,3,0.6344375,1,0,1063926992,50,1,1.416930687,-8.694368901,0.817312837,-1.591122492,7.684398913,0.333333333
80,ilrma-t-IP,3,10,3,0.6344375,1,0,789925284,0,0,0,-7.112189004,-6.851835218,0,0,0
81,ilrma-t-IP,3,10,3,0.6344375,1,0,789925284,50,1,4.883950967,-3.300950399,1.849992018,3.811238606,8.701827237,0.666666667
82,ilrma,3,10,3,0.6344375,1,0,789925284,0,0,0,-7.112189004,-6.851835218,0,0,0
83,ilrma,3,10,3,0.6344375,1,0,789925284,50,1,1.354490679,-3.944067153,2.306739521,3.168121851,9.158574739,0.666666667
84,ilrma-t-IP,3,10,3,0.6344375,1,0,410361373,0,0,0,-7.038213917,-6.776145311,0,0,0
85,ilrma-t-IP,3,10,3,0.6344375,1,0,410361373,50,1,4.976167748,-2.929546209,2.457420765,4.108667708,9.233566076,0.666666667
86,ilrma,3,10,3,0.6344375,1,0,410361373,0,0,0,-7.038213917,-6.776145311,0,0,0
87,ilrma,3,10,3,0.6344375,1,0,410361373,50,1,1.411534361,-2.60388242,2.954374641,4.434331497,9.730519952,1
88,ilrma-t-IP,3,10,3,0.6344375,1,0,1605979227,0,0,0,-6.977182165,-6.693320974,0,0,0
89,ilrma-t-IP,3,10,3,0.6344375,1,0,1605979227,50,1,4.847518077,-3.324339964,2.352730247,3.652842201,9.046051221,0.666666667
90,ilrma,3,10,3,0.6344375,1,0,1605979227,0,0,0,-6.977182165,-6.693320974,0,0,0
