,Algorithm,Sources,Interferers,Mics,RT60,Distance,SINR,seed,Iteration,Iteration_Index,Runtime [s],SI-SDR [dB],SI-SIR [dB],_SI-SDR [dB],_SI-SIR [dB],Success
436,ilrma-t-iss-joint,3,10,3,0.634,1,10,1282922662,0,0,0,-3.610804086,-3.495519019,0,0,0
437,ilrma-t-iss-joint,3,10,3,0.634,1,10,1282922662,50,1,2.341813713,-0.175473556,2.728612503,3.43533053,6.224131522,0.333333333
438,ilrma,3,10,3,0.634,1,10,1282922662,0,0,0,-3.610804086,-3.495519019,0,0,0
439,ilrma,3,10,3,0.634,1,10,1282922662,50,1,0.369181851,0.276717524,3.136910029,3.88752161,6.632429048,0.333333333
440,auxiva,3,10,3,0.634,1,0,1402032510,0,0,0,-7.045872779,-6.97210426,0,0,0
441,auxiva,3,10,3,0.634,1,0,1402032510,50,1,0.18668941,-4.108405803,-1.547337871,2.937466976,5.424766389,0.333333333
442,ilrma-t-IP,3,10,3,0.634,1,0,1402032510,0,0,0,-7.045872779,-6.97210426,0,0,0
443,ilrma-t-IP,3,10,3,0.634,1,0,1402032510,50,1,2.68324948,-4.060482801,-1.522901907,2.985389978,5.449202353,0.333333333
444,ilrma-t-iss-seq,3,10,3,0.634,1,0,1402032510,0,0,0,-7.045872779,-6.97210426,0,0,0
445,ilrma-t-iss-seq,3,10,3,0.634,1,0,1402032510,50,1,1.540971157,-4.037033261,-1.471102526,3.008839519,5.501001734,0.333333333
446,ilrma-t-iss-joint,3,10,3,0.634,1,0,1402032510,0,0,0,-7.045872779,-6.97210426,0,0,0
447,ilrma-t-iss-joint,3,10,3,0.634,1,0,1402032510,50,1,2.345106376,-4.037033261,-1.471102526,3.008839519,5.501001734,0.333333333
448,ilrma,3,10,3,0.634,1,0,1402032510,0,0,0,-7.045872779,-6.97210426,0,0,0
449,ilrma,3,10,3,0.634,1,0,1402032510,50,1,0.371546,-4.404942619,-1.062446758,2.640930161,5.909657502,0.333333333
450,auxiva,3,10,3,0.634,1,10,789925284,0,0,0,-3.669546682,-3.551043582,0,0,0
451,auxiva,3,10,3,0.634,1,10,789925284,50,1,0.186996259,0.169007384,3.159575877,3.838554066,6.71061946,0.333333333
452,ilrma-t-IP,3,10,3,0.634,1,10,789925284,0,0,0,-3.669546682,-3.551043582,0,0,0
453,ilrma-t-IP,3,10,3,0.634,1,10,789925284,50,1,2.540218308,0.495672352,3.23618302,4.165219034,6.787226602,0.333333333
454,ilrma-t-iss-seq,3,10,3,0.634,1,10,789925284,0,0,0,-3.669546682,-3.551043582,0,0,0
455,ilrma-t-iss-seq,3,10,3,0.634,1,10,789925284,50,1,1.516760801,0.503598906,3.25355308,4.173145588,6.804596662,0.333333333
456,ilrma-t-iss-joint,3,10,3,0.634,1,10,789925284,0,0,0,-3.669546682,-3.551043582,0,0,0
457,ilrma-t-iss-joint,3,10,3,0.634,1,10,789925284,50,1,2.391318684,0.503598906,3.25355308,4.173145588,6.804596662,0.333333333
458,ilrma,3,10,3,0.634,1,10,789925284,0,0,0,-3.669546682,-3.551043582,0,0,0
459,ilrma,3,10,3,0.634,1,10,789925284,50,1,0.37084468,0.616808349,3.986501139,4.286355031,7.537544721,0.333333333
460,auxiva,3,10,3,0.634,1,10,659577591,0,0,0,-3.684217165,-3.549047006,0,0,0
461,auxiva,3,10,3,0.634,1,10,659577591,50,1,0.185735826,-0.851495508,2.482786566,2.832721658,6.031833572,0.333333333
462,ilrma-t-IP,3,10,3,0.634,1,10,659577591,0,0,0,-3.684217165,-3.549047006,0,0,0
463,ilrma-t-IP,3,10,3,0.634,1,10,659577591,50,1,2.665183098,-5.207286369,7.75510444,-1.523069204,11.30415145,0.666666667
464,ilrma-t-iss-seq,3,10,3,0.634,1,10,659577591,0,0,0,-3.684217165,-3.549047006,0,0,0
465,ilrma-t-iss-seq,3,10,3,0.634,1,10,659577591,50,1,1.542948823,-5.128455645,7.685597981,-1.44423848,11.23464499,0.666666667
466,ilrma-t-iss-joint,3,10,3,0.634,1,10,659577591,0,0,0,-3.684217165,-3.549047006,0,0,0
467,ilrma-t-iss-joint,3,10,3,0.634,1,10,659577591,50,1,2.412989081,-5.128455645,7.685597981,-1.44423848,11.23464499,0.666666667
468,ilrma,3,10,3,0.634,1,10,659577591,0,0,0,-3.684217165,-3.549047006,0,0,0
469,ilrma,3,10,3,0.634,1,10,659577591,50,1,0.369526484,-5.999128945,8.285739059,-2.31491178,11.83478607,0.666666667
470,auxiva,3,10,3,0.634,1,0,1251993226,0,0,0,-7.025200778,-6.957609505,0,0,0
471,auxiva,3,10,3,0.634,1,0,1251993226,50,1,0.192601626,-4.887806864,-2.247313465,2.137393914,4.710296041,0.333333333
472,ilrma-t-IP,3,10,3,0.634,1,0,1251993226,0,0,0,-7.025200778,-6.957609505,0,0,0
473,ilrma-t-IP,3,10,3,0.634,1,0,1251993226,50,1,2.589908907,-11.62303248,-2.485578573,-4.597831704,4.472030932,0.333333333
474,ilrma-t-iss-seq,3,10,3,0.634,1,0,1251993226,0,0,0,-7.025200778,-6.957609505,0,0,0
475,ilrma-t-iss-seq,3,10,3,0.634,1,0,1251993226,50,1,1.515711409,-4.676878196,-1.80309873,2.348322582,5.154510775,0.333333333
476,ilrma-t-iss-joint,3,10,3,0.634,1,0,1251993226,0,0,0,-7.025200778,-6.957609505,0,0,0
477,ilrma-t-iss-joint,3,10,3,0.634,1,0,1251993226,50,1,2.435276999,-4.676878196,-1.80309873,2.348322582,5.154510775,0.333333333
478,ilrma,3,10,3,0.634,1,0,1251993226,0,0,0,-7.025200778,-6.957609505,0,0,0
479,ilrma,3,10,3,0.634,1,0,1251993226,50,1,0.37030658,-6.831384003,-2.000116014,0.193816775,4.957493492,0.333333333
480,auxiva,3,10,3,0.634,1,10,1063926992,0,0,0,-3.713363568,-3.592860796,0,0,0
481,auxiva,3,10,3,0.634,1,10,1063926992,50,1,0.185514136,-0.544838938,3.119779511,3.168524631,6.712640307,0.333333333
482,ilrma-t-IP,3,10,3,0.634,1,10,1063926992,0,0,0,-3.713363568,-3.592860796,0,0,0
483,ilrma-t-IP,3,10,3,0.634,1,10,1063926992,50,1,2.666282448,-0.485832377,3.303324065,3.227531192,6.896184861,0.333333333
484,ilrma-t-iss-seq,3,10,3,0.634,1,10,1063926992,0,0,0,-3.713363568,-3.592860796,0,0,0
485,ilrma-t-iss-seq,3,10,3,0.634,1,10,1063926992,50,1,1.549915406,-0.760309519,3.227106974,2.953054049,6.81996777,0.333333333
486,ilrma-t-iss-joint,3,10,3,0.634,1,10,1063926992,0,0,0,-3.713363568,-3.592860796,0,0,0
487,ilrma-t-iss-joint,3,10,3,0.634,1,10,1063926992,50,1,2.419329914,-0.760309519,3.227106974,2.953054049,6.81996777,0.333333333
488,ilrma,3,10,3,0.634,1,10,1063926992,0,0,0,-3.713363568,-3.592860796,0,0,0
489,ilrma,3,10,3,0.634,1,10,1063926992,50,1,0.368793946,-3.899634897,1.963113672,-0.186271329,5.555974468,0.333333333
490,auxiva,3,10,3,0.634,1,10,1685103474,0,0,0,-3.558133425,-3.416330616,0,0,0
491,auxiva,3,10,3,0.634,1,10,1685103474,50,1,0.186140915,-0.161613304,2.766904796,3.39652012,6.183235412,0.333333333
492,ilrma-t-IP,3,10,3,0.634,1,10,1685103474,0,0,0,-3.558133425,-3.416330616,0,0,0
493,ilrma-t-IP,3,10,3,0.634,1,10,1685103474,50,1,2.764216135,0.177189576,2.805792022,3.735323,6.222122638,0.333333333
494,ilrma-t-iss-seq,3,10,3,0.634,1,10,1685103474,0,0,0,-3.558133425,-3.416330616,0,0,0
495,ilrma-t-iss-seq,3,10,3,0.634,1,10,1685103474,50,1,1.501269955,-5.133083414,6.256626083,-1.57494999,9.672956699,0.666666667
496,ilrma-t-iss-joint,3,10,3,0.634,1,10,1685103474,0,0,0,-3.558133425,-3.416330616,0,0,0
497,ilrma-t-iss-joint,3,10,3,0.634,1,10,1685103474,50,1,2.388525709,-5.133083414,6.256626083,-1.57494999,9.672956699,0.666666667
498,ilrma,3,10,3,0.634,1,10,1685103474,0,0,0,-3.558133425,-3.416330616,0,0,0
499,ilrma,3,10,3,0.634,1,10,1685103474,50,1,0.372003099,-0.54748323,3.04622951,3.010650195,6.462560126,0.333333333
500,auxiva,3,10,3,0.634,1,10,457175121,0,0,0,-3.615200261,-3.38865614,0,0,0
501,auxiva,3,10,3,0.634,1,10,457175121,50,1,0.189958082,-1.927391474,1.195139515,1.687808787,4.583795655,0.666666667
502,ilrma-t-IP,3,10,3,0.634,1,10,457175121,0,0,0,-3.615200261,-3.38865614,0,0,0
503,ilrma-t-IP,3,10,3,0.634,1,10,457175121,50,1,2.552478903,-2.239017636,1.162517056,1.376182625,4.551173196,0.333333333
504,ilrma-t-iss-seq,3,10,3,0.634,1,10,457175121,0,0,0,-3.615200261,-3.38865614,0,0,0
505,ilrma-t-iss-seq,3,10,3,0.634,1,10,457175121,50,1,1.46569921,-2.558867497,0.863878333,1.056332764,4.252534473,0.333333333
506,ilrma-t-iss-joint,3,10,3,0.634,1,10,457175121,0,0,0,-3.615200261,-3.38865614,0,0,0
507,ilrma-t-iss-joint,3,10,3,0.634,1,10,457175121,50,1,2.425065708,-2.558867497,0.863878333,1.056332764,4.252534473,0.333333333
508,ilrma,3,10,3,0.634,1,10,457175121,0,0,0,-3.615200261,-3.38865614,0,0,0
509,ilrma,3,10,3,0.634,1,10,457175121,50,1,0.37068376,-7.777804157,2.359830167,-4.162603896,5.748486307,0.333333333
510,auxiva,3,10,3,0.634,1,0,1995074678,0,0,0,-6.922407924,-6.808896848,0,0,0
511,auxiva,3,10,3,0.634,1,0,1995074678,50,1,0.186232314,-14.29569768,-3.750304518,-7.37328976,3.05859233,0
512,ilrma-t-IP,3,10,3,0.634,1,0,1995074678,0,0,0,-6.922407924,-6.808896848,0,0,0
513,ilrma-t-IP,3,10,3,0.634,1,0,1995074678,50,1,2.578787292,-15.06260082,-3.106645007,-8.140192895,3.70225184,0.333333333
514,ilrma-t-iss-seq,3,10,3,0.634,1,0,1995074678,0,0,0,-6.922407924,-6.808896848,0,0,0
515,ilrma-t-iss-seq,3,10,3,0.634,1,0,1995074678,50,1,1.549716327,-15.22313152,-2.955149279,-8.300723595,3.853747569,0.333333333
516,ilrma-t-iss-joint,3,10,3,0.634,1,0,1995074678,0,0,0,-6.922407924,-6.808896848,0,0,0
517,ilrma-t-iss-joint,3,10,3,0.634,1,0,1995074678,50,1,2.40438555,-15.22313152,-2.955149279,-8.300723595,3.853747569,0.333333333
518,ilrma,3,10,3,0.634,1,0,1995074678,0,0,0,-6.922407924,-6.808896848,0,0,0
519,ilrma,3,10,3,0.634,1,0,1995074678,50,1,0.377805409,-16.86759395,-1.50954613,-9.945186022,5.299350718,0.333333333
520,auxiva,3,10,3,0.634,1,0,1605979227,0,0,0,-6.977393327,-6.829461923,0,0,0
521,auxiva,3,10,3,0.634,1,0,1605979227,50,1,0.185876556,-4.420883749,-1.787156013,2.556509579,5.04230591,0.333333333
522,ilrma-t-IP,3,10,3,0.634,1,0,1605979227,0,0,0,-6.977393327,-6.829461923,0,0,0
523,ilrma-t-IP,3,10,3,0.634,1,0,1605979227,50,1,2.644101036,-4.381975449,-1.676014147,2.595417878,5.153447776,0.333333333
524,ilrma-t-iss-seq,3,10,3,0.634,1,0,1605979227,0,0,0,-6.977393327,-6.829461923,0,0,0
525,ilrma-t-iss-seq,3,10,3,0.634,1,0,1605979227,50,1,1.526945222,-4.441768697,-1.651289558,2.53562463,5.178172365,0.333333333
526,ilrma-t-iss-joint,3,10,3,0.634,1,0,1605979227,0,0,0,-6.977393327,-6.829461923,0,0,0
527,ilrma-t-iss-joint,3,10,3,0.634,1,0,1605979227,50,1,2.381382172,-4.441768697,-1.651289558,2.53562463,5.178172365,0.333333333
528,ilrma,3,10,3,0.634,1,0,1605979227,0,0,0,-6.977393327,-6.829461923,0,0,0
529,ilrma,3,10,3,0.634,1,0,1605979227,50,1,0.36898442,-5.19413933,-1.291023218,1.783253997,5.538438705,0.333333333
530,auxiva,3,10,3,0.634,1,10,665605494,0,0,0,-3.665262077,-3.560052237,0,0,0
531,auxiva,3,10,3,0.634,1,10,665605494,50,1,0.186709033,0.394965055,3.288313655,4.060227132,6.848365892,0.333333333
532,ilrma-t-IP,3,10,3,0.634,1,10,665605494,0,0,0,-3.665262077,-3.560052237,0,0,0
533,ilrma-t-IP,3,10,3,0.634,1,10,665605494,50,1,2.66117736,0.733342398,3.553597324,4.398604475,7.11364956,0.333333333
534,ilrma-t-iss-seq,3,10,3,0.634,1,10,665605494,0,0,0,-3.665262077,-3.560052237,0,0,0
535,ilrma-t-iss-seq,3,10,3,0.634,1,10,665605494,50,1,1.512024438,0.749806894,3.613709516,4.415068971,7.173761753,0.333333333
536,ilrma-t-iss-joint,3,10,3,0.634,1,10,665605494,0,0,0,-3.665262077,-3.560052237,0,0,0
537,ilrma-t-iss-joint,3,10,3,0.634,1,10,665605494,50,1,2.37435722,0.749806894,3.613709516,4.415068971,7.173761753,0.333333333
538,ilrma,3,10,3,0.634,1,10,665605494,0,0,0,-3.665262077,-3.560052237,0,0,0
539,ilrma,3,10,3,0.634,1,10,665605494,50,1,0.372115493,-0.135866548,4.344606881,3.529395528,7.904659118,0.333333333
540,auxiva,3,10,3,0.634,1,10,1983958385,0,0,0,-3.625750248,-3.520133877,0,0,0
541,auxiva,3,10,3,0.634,1,10,1983958385,50,1,0.187099642,-1.110196885,2.058138863,2.515553364,5.57827274,0.666666667
542,ilrma-t-IP,3,10,3,0.634,1,10,1983958385,0,0,0,-3.625750248,-3.520133877,0,0,0
543,ilrma-t-IP,3,10,3,0.634,1,10,1983958385,50,1,2.706825409,-0.227926672,2.743700641,3.397823577,6.263834518,0.333333333
544,ilrma-t-iss-seq,3,10,3,0.634,1,10,1983958385,0,0,0,-3.625750248,-3.520133877,0,0,0
545,ilrma-t-iss-seq,3,10,3,0.634,1,10,1983958385,50,1,1.524137547,-0.210179028,2.784037601,3.415571221,6.304171479,0.333333333
546,ilrma-t-iss-joint,3,10,3,0.634,1,10,1983958385,0,0,0,-3.625750248,-3.520133877,0,0,0
547,ilrma-t-iss-joint,3,10,3,0.634,1,10,1983958385,50,1,2.359295238,-0.210179028,2.784037601,3.415571221,6.304171479,0.333333333
548,ilrma,3,10,3,0.634,1,10,1983958385,0,0,0,-3.625750248,-3.520133877,0,0,0
549,ilrma,3,10,3,0.634,1,10,1983958385,50,1,0.369592997,-0.419736971,3.893984757,3.206013277,7.414118634,0.333333333
550,auxiva,3,10,3,0.634,1,0,1319794951,0,0,0,-6.856563559,-6.752857154,0,0,0
551,auxiva,3,10,3,0.634,1,0,1319794951,50,1,0.186713105,-4.834278898,-2.170540235,2.02228466,4.58231692,0.333333333
552,ilrma-t-IP,3,10,3,0.634,1,0,1319794951,0,0,0,-6.856563559,-6.752857154,0,0,0
553,ilrma-t-IP,3,10,3,0.634,1,0,1319794951,50,1,2.666966686,-11.32438505,-1.450485832,-4.467821487,5.302371322,0.333333333
554,ilrma-t-iss-seq,3,10,3,0.634,1,0,1319794951,0,0,0,-6.856563559,-6.752857154,0,0,0
555,ilrma-t-iss-seq,3,10,3,0.634,1,0,1319794951,50,1,1.45958739,-13.12672355,-2.067676106,-6.270159996,4.685181048,0.333333333
556,ilrma-t-iss-joint,3,10,3,0.634,1,0,1319794951,0,0,0,-6.856563559,-6.752857154,0,0,0
557,ilrma-t-iss-joint,3,10,3,0.634,1,0,1319794951,50,1,2.32950623,-13.12672355,-2.067676106,-6.270159996,4.685181048,0.333333333
558,ilrma,3,10,3,0.634,1,0,1319794951,0,0,0,-6.856563559,-6.752857154,0,0,0
559,ilrma,3,10,3,0.634,1,0,1319794951,50,1,0.371064681,-4.628206046,-1.298553512,2.228357512,5.454303642,0.333333333
560,auxiva,3,10,3,0.634,1,0,36027469,0,0,0,-6.920918718,-6.798083754,0,0,0
561,auxiva,3,10,3,0.634,1,0,36027469,50,1,0.186445694,-15.15231512,-5.236988997,-8.231396399,1.561094757,0
562,ilrma-t-IP,3,10,3,0.634,1,0,36027469,0,0,0,-6.920918718,-6.798083754,0,0,0
563,ilrma-t-IP,3,10,3,0.634,1,0,36027469,50,1,2.574929178,-5.789948145,-3.309269803,1.130970573,3.488813951,0
564,ilrma-t-iss-seq,3,10,3,0.634,1,0,36027469,0,0,0,-6.920918718,-6.798083754,0,0,0
565,ilrma-t-iss-seq,3,10,3,0.634,1,0,36027469,50,1,1.429906415,-6.435404206,-3.564710064,0.485514512,3.23337369,0
566,ilrma-t-iss-joint,3,10,3,0.634,1,0,36027469,0,0,0,-6.920918718,-6.798083754,0,0,0
567,ilrma-t-iss-joint,3,10,3,0.634,1,0,36027469,50,1,2.262959265,-6.435404206,-3.564710064,0.485514512,3.23337369,0
568,ilrma,3,10,3,0.634,1,0,36027469,0,0,0,-6.920918718,-6.798083754,0,0,0
569,ilrma,3,10,3,0.634,1,0,36027469,50,1,0.37224079,-7.021532563,-4.145283436,-0.100613845,2.652800318,0
570,auxiva,3,10,3,0.634,1,10,1981297353,0,0,0,-3.586947566,-3.490976989,0,0,0
571,auxiva,3,10,3,0.634,1,10,1981297353,50,1,0.18587662,-1.961161811,1.360710324,1.625785755,4.851687312,0.666666667
572,ilrma-t-IP,3,10,3,0.634,1,10,1981297353,0,0,0,-3.586947566,-3.490976989,0,0,0
573,ilrma-t-IP,3,10,3,0.634,1,10,1981297353,50,1,2.568263603,-0.006464654,3.299023564,3.580482913,6.790000553,0.666666667
574,ilrma-t-iss-seq,3,10,3,0.634,1,10,1981297353,0,0,0,-3.586947566,-3.490976989,0,0,0
575,ilrma-t-iss-seq,3,10,3,0.634,1,10,1981297353,50,1,1.423207763,-0.026277071,3.314127183,3.560670495,6.805104172,0.666666667
576,ilrma-t-iss-joint,3,10,3,0.634,1,10,1981297353,0,0,0,-3.586947566,-3.490976989,0,0,0
577,ilrma-t-iss-joint,3,10,3,0.634,1,10,1981297353,50,1,2.465613072,-0.026277071,3.314127183,3.560670495,6.805104172,0.666666667
578,ilrma,3,10,3,0.634,1,10,1981297353,0,0,0,-3.586947566,-3.490976989,0,0,0
579,ilrma,3,10,3,0.634,1,10,1981297353,50,1,0.370814196,0.491602013,4.323847132,4.078549579,7.814824121,0.333333333
580,auxiva,3,10,3,0.634,1,10,657890619,0,0,0,-3.550790139,-3.437304213,0,0,0
581,auxiva,3,10,3,0.634,1,10,657890619,50,1,0.185823595,-0.137964575,2.989897546,3.412825564,6.427201759,0.333333333
582,ilrma-t-IP,3,10,3,0.634,1,10,657890619,0,0,0,-3.550790139,-3.437304213,0,0,0
583,ilrma-t-IP,3,10,3,0.634,1,10,657890619,50,1,2.633828867,-8.220269994,2.975586924,-4.669479856,6.412891137,0.333333333
584,ilrma-t-iss-seq,3,10,3,0.634,1,10,657890619,0,0,0,-3.550790139,-3.437304213,0,0,0
585,ilrma-t-iss-seq,3,10,3,0.634,1,10,657890619,50,1,1.54358514,0.194593785,3.076592276,3.745383923,6.51389649,0.333333333
586,ilrma-t-iss-joint,3,10,3,0.634,1,10,657890619,0,0,0,-3.550790139,-3.437304213,0,0,0
587,ilrma-t-iss-joint,3,10,3,0.634,1,10,657890619,50,1,2.378279464,0.194593785,3.076592276,3.745383923,6.51389649,0.333333333
588,ilrma,3,10,3,0.634,1,10,657890619,0,0,0,-3.550790139,-3.437304213,0,0,0
589,ilrma,3,10,3,0.634,1,10,657890619,50,1,0.371528443,-8.111775206,3.460483219,-4.560985068,6.897787433,0.666666667
590,auxiva,3,10,3,0.634,1,0,1069045865,0,0,0,-6.862151899,-6.716402007,0,0,0
591,auxiva,3,10,3,0.634,1,0,1069045865,50,1,0.185621994,-4.759496134,-2.201130353,2.102655765,4.515271654,0.333333333
592,ilrma-t-IP,3,10,3,0.634,1,0,1069045865,0,0,0,-6.862151899,-6.716402007,0,0,0
593,ilrma-t-IP,3,10,3,0.634,1,0,1069045865,50,1,2.562748812,-4.642781832,-2.156400549,2.219370067,4.560001459,0.333333333
594,ilrma-t-iss-seq,3,10,3,0.634,1,0,1069045865,0,0,0,-6.862151899,-6.716402007,0,0,0
595,ilrma-t-iss-seq,3,10,3,0.634,1,0,1069045865,50,1,1.512097773,-4.578849233,-2.020005294,2.283302666,4.696396713,0.333333333
596,ilrma-t-iss-joint,3,10,3,0.634,1,0,1069045865,0,0,0,-6.862151899,-6.716402007,0,0,0
597,ilrma-t-iss-joint,3,10,3,0.634,1,0,1069045865,50,1,2.253561454,-4.578849233,-2.020005294,2.283302666,4.696396713,0.333333333
598,ilrma,3,10,3,0.634,1,0,1069045865,0,0,0,-6.862151899,-6.716402007,0,0,0
599,ilrma,3,10,3,0.634,1,0,1069045865,50,1,0.36989677,-4.379388426,-1.364015416,2.482763473,5.352386591,0.333333333
